Rank,Points,Name,Country,Hand,Age,Category,Scrape_Date,id
258,2.625,FRUHAUF Benjamin,HUNGARY,R,25,Foil_Men_Senior,2024-06-27 03:18:24,258
259,2.625,BOSNIC Hugo,AUSTRALIA,R,20,Foil_Men_Senior,2024-06-27 03:18:24,259
260,2.500,LONSDALE William,GREAT BRITAIN,L,21,Foil_Men_Senior,2024-06-27 03:18:24,260
261,2.500,CHEUNG Ngo Chun,"HONG KONG, CHINA",L,23,Foil_Men_Senior,2024-06-27 03:18:24,261
262,2.500,DE BADTS Paul Antoine,FRANCE,R,21,Foil_Men_Senior,2024-06-27 03:18:24,262
263,2.500,WILLIAMS David,GREAT BRITAIN,L,22,Foil_Men_Senior,2024-06-27 03:18:24,263
264,2.500,KREJCIK Jan,CZECHIA,R,33,Foil_Men_Senior,2024-06-27 03:18:24,264
265,2.500,UENO Yuto,JAPAN,R,24,Foil_Men_Senior,2024-06-27 03:18:24,265
266,2.500,GAGANIDZE Luka,GEORGIA,R,27,Foil_Men_Senior,2024-06-27 03:18:24,266
267,2.500,GALUASHVILI Lasha,GEORGIA,R,26,Foil_Men_Senior,2024-06-27 03:18:24,267
268,2.375,NISTA Lorenzo,ITALY,R,31,Foil_Men_Senior,2024-06-27 03:18:24,268
269,2.375,SCHERBA Andrii,UKRAINE,L,28,Foil_Men_Senior,2024-06-27 03:18:24,269
270,2.375,CICCARELLI Robert,AUSTRALIA,R,22,Foil_Men_Senior,2024-06-27 03:18:24,270
271,2.250,HARAVSKYI Maksym,UKRAINE,L,26,Foil_Men_Senior,2024-06-27 03:18:24,271
272,2.250,PENMAN Callum,GREAT BRITAIN,R,18,Foil_Men_Senior,2024-06-27 03:18:24,272
273,2.250,GROETEKE Sebastiano,GERMANY,R,21,Foil_Men_Senior,2024-06-27 03:18:24,273
274,2.250,KAIN Martin,AUSTRIA,R,25,Foil_Men_Senior,2024-06-27 03:18:24,274
275,2.250,WONG Adam,CANADA,L,19,Foil_Men_Senior,2024-06-27 03:18:24,275
276,2.000,HORIBE Shota,JAPAN,L,22,Foil_Men_Senior,2024-06-27 03:18:24,276
277,2.000,RENNER Moritz,GERMANY,L,22,Foil_Men_Senior,2024-06-27 03:18:24,277
278,2.000,TROFIMOV Dmitry,_AIN,R,29,Foil_Men_Senior,2024-06-27 03:18:24,278
279,2.000,DIESTELKAMP Niklas,GERMANY,R,19,Foil_Men_Senior,2024-06-27 03:18:24,279
280,1.875,BEM Maciej,POLAND,L,23,Foil_Men_Senior,2024-06-27 03:18:24,280
281,1.875,FAZEKAS Arpad,SLOVAKIA,R,20,Foil_Men_Senior,2024-06-27 03:18:24,281
282,1.875,BRAVO Sahel,SPAIN,R,20,Foil_Men_Senior,2024-06-27 03:18:24,282
283,1.875,AN Hyeonbhin,KOREA,R,20,Foil_Men_Senior,2024-06-27 03:18:24,283
284,1.750,RHYS POLLITT Rafael,GREAT BRITAIN,L,21,Foil_Men_Senior,2024-06-27 03:18:24,284
285,1.750,KWIATKOWSKI Mateusz,POLAND,R,21,Foil_Men_Senior,2024-06-27 03:18:24,285
286,1.750,ZHAO Mianyue,CHINA,R,20,Foil_Men_Senior,2024-06-27 03:18:24,286
287,1.750,DE CRISTOFARO Mattia,ITALY,R,17,Foil_Men_Senior,2024-06-27 03:18:24,287
288,1.750,HAY Gavin,CANADA,L,24,Foil_Men_Senior,2024-06-27 03:18:24,288
289,1.625,EYUPOGLU Alp,TÜRKIYE,R,22,Foil_Men_Senior,2024-06-27 03:18:24,289
290,1.625,TARASIEWICZ Maxime,POLAND,R,27,Foil_Men_Senior,2024-06-27 03:18:24,290
291,1.625,BROBERG Marcus,SWEDEN,R,20,Foil_Men_Senior,2024-06-27 03:18:24,291
292,1.625,LI Richard,USA,R,17,Foil_Men_Senior,2024-06-27 03:18:24,292
293,1.500,CHIU Man To,"HONG KONG, CHINA",R,24,Foil_Men_Senior,2024-06-27 03:18:24,293
294,1.500,RUBIN Mattia,HUNGARY,R,17,Foil_Men_Senior,2024-06-27 03:18:24,294
295,1.500,SOLIKHOJIEV Akhmadillokhon,UZBEKISTAN,R,22,Foil_Men_Senior,2024-06-27 03:18:24,295
296,1.500,BENYUS Attila,HUNGARY,R,20,Foil_Men_Senior,2024-06-27 03:18:24,296
297,1.500,CHAN Kyle,"HONG KONG, CHINA",R,33,Foil_Men_Senior,2024-06-27 03:18:24,297
298,1.500,JONES Maxwell,GREAT BRITAIN,R,19,Foil_Men_Senior,2024-06-27 03:18:24,298
299,1.500,SPICHIGER Antoine,FRANCE,R,19,Foil_Men_Senior,2024-06-27 03:18:24,299
300,1.500,CAI Jinpan,CHINA,L,19,Foil_Men_Senior,2024-06-27 03:18:24,300
301,1.500,HUANG Mengkai,CHINA,L,26,Foil_Men_Senior,2024-06-27 03:18:24,301
302,1.500,PUZANKOV Pavel,_AIN,R,19,Foil_Men_Senior,2024-06-27 03:18:24,302
303,1.500,KIM Tae Hwan,KOREA,R,23,Foil_Men_Senior,2024-06-27 03:18:24,303
304,1.375,CHERKASHYN Andrii,UKRAINE,R,18,Foil_Men_Senior,2024-06-27 03:18:24,304
305,1.375,HUTHMANN Erik,AUSTRIA,R,24,Foil_Men_Senior,2024-06-27 03:18:24,305
306,1.375,NAWAR Suhayl,EGYPT,R,20,Foil_Men_Senior,2024-06-27 03:18:24,306
307,1.250,DIAZ ESCALONA Mario,SPAIN,R,21,Foil_Men_Senior,2024-06-27 03:18:24,307
308,1.250,HSU Sheng-Hung Jasper,CHINESE TAIPEI,R,18,Foil_Men_Senior,2024-06-27 03:18:24,308
309,1.250,HORN NIELSEN Christopher,DENMARK,R,19,Foil_Men_Senior,2024-06-27 03:18:24,309
310,1.250,ROGER Constant,FRANCE,R,23,Foil_Men_Senior,2024-06-27 03:18:24,310
311,1.250,ZABALA Juan,SPAIN,R,20,Foil_Men_Senior,2024-06-27 03:18:24,311
312,1.250,CERQUETTI Dante Leonel,ARGENTINA,R,22,Foil_Men_Senior,2024-06-27 03:18:24,312
313,1.250,ABBAS Ali Fadel,KUWAIT,R,28,Foil_Men_Senior,2024-06-27 03:18:24,313
314,1.250,NAKAMURA Taro,JAPAN,R,23,Foil_Men_Senior,2024-06-27 03:18:24,314
315,1.250,LEWIS Paul,USA,R,22,Foil_Men_Senior,2024-06-27 03:18:24,315
316,1.250,CAI Jinhui,CHINA,L,19,Foil_Men_Senior,2024-06-27 03:18:24,316
317,1.250,MAK Long To Chris,"HONG KONG, CHINA",R,18,Foil_Men_Senior,2024-06-27 03:18:24,317
318,1.250,ROKHKIND Eitan,ISRAEL,R,18,Foil_Men_Senior,2024-06-27 03:18:24,318
319,1.250,TZOVANIS Artemios,GREECE,R,18,Foil_Men_Senior,2024-06-27 03:18:24,319
320,1.250,CHREN Simon,CZECHIA,R,22,Foil_Men_Senior,2024-06-27 03:18:24,320
321,1.250,KORKMAZ Alp Tuna,TÜRKIYE,R,19,Foil_Men_Senior,2024-06-27 03:18:24,321
322,1.125,SEMYONOV Timofey,KAZAKHSTAN,R,18,Foil_Men_Senior,2024-06-27 03:18:24,322
323,1.125,HURST Jake,GREAT BRITAIN,R,22,Foil_Men_Senior,2024-06-27 03:18:24,323
324,1.125,BRAUN Noah,GERMANY,R,22,Foil_Men_Senior,2024-06-27 03:18:24,324
325,1.125,VAN EGMOND Dirk Jan,NETHERLANDS,R,30,Foil_Men_Senior,2024-06-27 03:18:24,325
326,1.125,HUBNER Alexander,AUSTRIA,R,20,Foil_Men_Senior,2024-06-27 03:18:24,326
327,1.000,SHIMBO Heitor,BRAZIL,R,41,Foil_Men_Senior,2024-06-27 03:18:24,327
328,1.000,LOPEZ Carlos Daniel,MEXICO,R,23,Foil_Men_Senior,2024-06-27 03:18:24,328
329,1.000,GOMEZ David,MEXICO,R,32,Foil_Men_Senior,2024-06-27 03:18:24,329
330,1.000,SOTO-ULEV Aden Austin,MEXICO,R,15,Foil_Men_Senior,2024-06-27 03:18:24,330
331,1.000,FOGELSON Frederick,USA,L,18,Foil_Men_Senior,2024-06-27 03:18:24,331
332,1.000,USICCO Leonardo,ITALY,R,23,Foil_Men_Senior,2024-06-27 03:18:24,332
333,1.000,LIM Jonathan Tzien Yih,SINGAPORE,R,22,Foil_Men_Senior,2024-06-27 03:18:24,333
334,1.000,GUMA Arnau,SPAIN,R,21,Foil_Men_Senior,2024-06-27 03:18:24,334
335,1.000,HAN Jeongweon,KOREA,R,18,Foil_Men_Senior,2024-06-27 03:18:24,335
336,1.000,XU Jia Bao,CANADA,R,14,Foil_Men_Senior,2024-06-27 03:18:24,336
337,1.000,KAWAMURA Kyota,JAPAN,R,24,Foil_Men_Senior,2024-06-27 03:18:24,337
338,1.000,LUK Chun Lok,"HONG KONG, CHINA",R,16,Foil_Men_Senior,2024-06-27 03:18:24,338
339,1.000,SANO Wataru,JAPAN,R,21,Foil_Men_Senior,2024-06-27 03:18:24,339
340,1.000,WONG Chit Daniel,"HONG KONG, CHINA",L,15,Foil_Men_Senior,2024-06-27 03:18:24,340
341,1.000,YAMAGUCHI Arata,JAPAN,R,22,Foil_Men_Senior,2024-06-27 03:18:24,341
342,1.000,DESHMUKH Arjun,USA,R,16,Foil_Men_Senior,2024-06-27 03:18:24,342
343,1.000,TAKAHASHI Toi,JAPAN,R,18,Foil_Men_Senior,2024-06-27 03:18:24,343
344,1.000,MORAIS Paulo,BRAZIL,R,20,Foil_Men_Senior,2024-06-27 03:18:24,344
345,0.875,IANDOLO Francesco Pio,ITALY,L,24,Foil_Men_Senior,2024-06-27 03:18:24,345
346,0.875,HO Jia Le Sean,SINGAPORE,R,17,Foil_Men_Senior,2024-06-27 03:18:24,346
347,0.875,CHOI Chi Lok,"HONG KONG, CHINA",L,16,Foil_Men_Senior,2024-06-27 03:18:24,347
348,0.875,LI Jiaan,CANADA,L,19,Foil_Men_Senior,2024-06-27 03:18:24,348
349,0.750,PNIVCHUK Bohdan,UKRAINE,R,22,Foil_Men_Senior,2024-06-27 03:18:24,349
350,0.750,LANCARIC Branislav,SLOVAKIA,L,17,Foil_Men_Senior,2024-06-27 03:18:24,350
351,0.750,KORZHOVOI Maksym,UKRAINE,L,20,Foil_Men_Senior,2024-06-27 03:18:24,351
352,0.750,SOH Julian,SINGAPORE,R,17,Foil_Men_Senior,2024-06-27 03:18:24,352
353,0.750,BAGDANY Albert,HUNGARY,R,19,Foil_Men_Senior,2024-06-27 03:18:24,353
354,0.750,HERTSYK Rostyslav,UKRAINE,L,34,Foil_Men_Senior,2024-06-27 03:18:24,354
355,0.750,CAMAYO GUERRERO Isaac,COLOMBIA,R,17,Foil_Men_Senior,2024-06-27 03:18:24,355
356,0.750,GAO Tian,CHINA,R,16,Foil_Men_Senior,2024-06-27 03:18:24,356
357,0.750,ZOU Tianyi,CHINA,R,14,Foil_Men_Senior,2024-06-27 03:18:24,357
358,0.750,DAHAN Yali Eliyahu,ISRAEL,L,19,Foil_Men_Senior,2024-06-27 03:18:24,358
359,0.750,LIU Zihao,CHINA,L,19,Foil_Men_Senior,2024-06-27 03:18:24,359
360,0.750,CHEN Yining,CHINA,R,21,Foil_Men_Senior,2024-06-27 03:18:24,360
361,0.750,GEUDVERT Oscar,BELGIUM,L,19,Foil_Men_Senior,2024-06-27 03:18:24,361
362,0.750,FELLAH Dani-Adam,ALGERIA,R,18,Foil_Men_Senior,2024-06-27 03:18:24,362
363,0.750,MOHAMED Murad,EGYPT,R,18,Foil_Men_Senior,2024-06-27 03:18:24,363
364,0.750,QIU Chenjie,CHINA,R,26,Foil_Men_Senior,2024-06-27 03:18:24,364
365,0.750,WU Zetao,CHINA,R,20,Foil_Men_Senior,2024-06-27 03:18:24,365
366,0.750,SEZER Kaya,TÜRKIYE,R,21,Foil_Men_Senior,2024-06-27 03:18:24,366
367,0.750,SEO Jungmin,KOREA,R,26,Foil_Men_Senior,2024-06-27 03:18:24,367
368,0.750,GRIFFITH Jack,USA,R,20,Foil_Men_Senior,2024-06-27 03:18:24,368
369,0.750,KIM Minhyeok,KOREA,R,16,Foil_Men_Senior,2024-06-27 03:18:24,369
370,0.625,KUCHTA Leopold Marc,SLOVAKIA,R,20,Foil_Men_Senior,2024-06-27 03:18:24,370
371,0.625,FLORES Samuel,VENEZUELA,R,23,Foil_Men_Senior,2024-06-27 03:18:24,371
372,0.625,RAPOPORT Yaakov Ber,ISRAEL,L,25,Foil_Men_Senior,2024-06-27 03:18:24,372
373,0.625,ABU TOUQ Faris,JORDAN,R,17,Foil_Men_Senior,2024-06-27 03:18:24,373
374,0.625,UGULAVA Archil,GEORGIA,R,30,Foil_Men_Senior,2024-06-27 03:18:24,374
375,0.625,COLGAN Thomas,AUSTRALIA,R,18,Foil_Men_Senior,2024-06-27 03:18:24,375
376,0.500,PACHECO Ricardo,BRAZIL,R,21,Foil_Men_Senior,2024-06-27 03:18:24,376
377,0.500,WILLIAMS Connor,USA,L,19,Foil_Men_Senior,2024-06-27 03:18:24,377
378,0.500,VAZQUEZ Michael Alexzander,MEXICO,L,19,Foil_Men_Senior,2024-06-27 03:18:24,378
379,0.500,USMANOV Ulugbek,UZBEKISTAN,R,17,Foil_Men_Senior,2024-06-27 03:18:24,379
380,0.500,SOLIKHOJIEV Anvarkhon,UZBEKISTAN,R,21,Foil_Men_Senior,2024-06-27 03:18:24,380
381,0.500,HELMY-COCOYNACQ Adrien,FRANCE,R,19,Foil_Men_Senior,2024-06-27 03:18:24,381
382,0.500,FOSCHINI Luiz,BRAZIL,L,15,Foil_Men_Senior,2024-06-27 03:18:24,382
383,0.500,GOTTSCHALK Julian,JAPAN,L,22,Foil_Men_Senior,2024-06-27 03:18:24,383
384,0.500,SOUZA Pierre,BRAZIL,R,33,Foil_Men_Senior,2024-06-27 03:18:24,384
385,0.500,COLL Mateu,SPAIN,R,25,Foil_Men_Senior,2024-06-27 03:18:24,385
386,0.500,AZUELA Maximo,MEXICO,R,18,Foil_Men_Senior,2024-06-27 03:18:24,386
387,0.500,GRIFFIN John,USA,L,20,Foil_Men_Senior,2024-06-27 03:18:24,387
388,0.500,SUSDORF Guillaume,FRANCE,R,20,Foil_Men_Senior,2024-06-27 03:18:24,388
389,0.500,MURA Andre,BRAZIL,L,19,Foil_Men_Senior,2024-06-27 03:18:24,389
390,0.500,MIRZAOLIMOV Muslimbek,UZBEKISTAN,R,20,Foil_Men_Senior,2024-06-27 03:18:24,390
391,0.500,PACHON Santiago,COLOMBIA,R,34,Foil_Men_Senior,2024-06-27 03:18:24,391
392,0.500,MARIN Angel,MEXICO,R,24,Foil_Men_Senior,2024-06-27 03:18:24,392
393,0.500,TOMINO Rafael,BRAZIL,R,20,Foil_Men_Senior,2024-06-27 03:18:24,393
394,0.500,LOCK Kieren,SINGAPORE,R,22,Foil_Men_Senior,2024-06-27 03:18:24,394
395,0.500,FELIPE Shawn Nicollei,PHILIPPINES,R,19,Foil_Men_Senior,2024-06-27 03:18:24,395
396,0.500,LEUNG Kwok Fung,"HONG KONG, CHINA",R,18,Foil_Men_Senior,2024-06-27 03:18:24,396
397,0.500,BALINT Almos,HUNGARY,R,18,Foil_Men_Senior,2024-06-27 03:18:24,397
398,0.500,THIAN Aron,AUSTRALIA,L,21,Foil_Men_Senior,2024-06-27 03:18:24,398
399,0.500,JANS KOHNEKE Teun,NETHERLANDS,R,23,Foil_Men_Senior,2024-06-27 03:18:24,399
400,0.500,FRITSCHE Jan,GERMANY,R,23,Foil_Men_Senior,2024-06-27 03:18:24,400
401,0.500,KARLSEN Jonas Benjamin,DENMARK,R,20,Foil_Men_Senior,2024-06-27 03:18:24,401
402,0.500,JANG Jinwoo,KOREA,R,21,Foil_Men_Senior,2024-06-27 03:18:24,402
403,0.500,RASTEGAR Linus,AUSTRIA,R,24,Foil_Men_Senior,2024-06-27 03:18:24,403
404,0.500,IKAMI Shumpei,JAPAN,R,24,Foil_Men_Senior,2024-06-27 03:18:24,404
405,0.500,WONG Hing Wing Francis,"HONG KONG, CHINA",R,19,Foil_Men_Senior,2024-06-27 03:18:24,405
406,0.500,HO Shing Him Harris,"HONG KONG, CHINA",L,15,Foil_Men_Senior,2024-06-27 03:18:24,406
407,0.500,YUEN Chi Shun Michael,"HONG KONG, CHINA",R,18,Foil_Men_Senior,2024-06-27 03:18:24,407
408,0.500,ITO Hiroki,JAPAN,L,26,Foil_Men_Senior,2024-06-27 03:18:24,408
409,0.500,HASHIMOTO Shoei,JAPAN,R,21,Foil_Men_Senior,2024-06-27 03:18:24,409
410,0.500,KRAVTSOV Daniil,_AIN,R,22,Foil_Men_Senior,2024-06-27 03:18:24,410
411,0.500,KAM Cheuk Hang,"HONG KONG, CHINA",R,17,Foil_Men_Senior,2024-06-27 03:18:24,411
412,0.500,KASKOW Piotr,POLAND,R,20,Foil_Men_Senior,2024-06-27 03:18:24,412
413,0.500,FABINGER Nils Alexander,GERMANY,L,22,Foil_Men_Senior,2024-06-27 03:18:24,413
414,0.500,GENBRUGGE Sem,BELGIUM,R,19,Foil_Men_Senior,2024-06-27 03:18:24,414
415,0.375,KUO Chun-You,CHINESE TAIPEI,R,22,Foil_Men_Senior,2024-06-27 03:18:24,415
416,0.375,HUNG Shao-Jie,CHINESE TAIPEI,R,20,Foil_Men_Senior,2024-06-27 03:18:24,416
417,0.375,MENEZES Duarte,PORTUGAL,R,19,Foil_Men_Senior,2024-06-27 03:18:24,417
418,0.375,GOJAK Antonio,CROATIA,R,23,Foil_Men_Senior,2024-06-27 03:18:24,418
419,0.375,DIERKS Kian,USA,R,18,Foil_Men_Senior,2024-06-27 03:18:24,419
420,0.375,ZHOU Qiteng,CHINA,R,19,Foil_Men_Senior,2024-06-27 03:18:24,420
421,0.375,YANG Luao,USA,R,16,Foil_Men_Senior,2024-06-27 03:18:24,421
422,0.375,GOH Wen Hao,MALAYSIA,L,18,Foil_Men_Senior,2024-06-27 03:18:24,422
423,0.375,WU Alexander,USA,L,16,Foil_Men_Senior,2024-06-27 03:18:24,423
424,0.375,RUSADZE Nickolas,USA,R,16,Foil_Men_Senior,2024-06-27 03:18:24,424
425,0.375,TAHOUN Mostafa,EGYPT,R,17,Foil_Men_Senior,2024-06-27 03:18:24,425
426,0.375,BURKE Spencer,USA,R,19,Foil_Men_Senior,2024-06-27 03:18:24,426
427,0.375,TSIMIKLIS Yanni,GREECE,R,18,Foil_Men_Senior,2024-06-27 03:18:24,427
428,0.375,PARK Minjun,KOREA,R,19,Foil_Men_Senior,2024-06-27 03:18:24,428
429,0.375,KNIZHNYK Davyd,UKRAINE,R,17,Foil_Men_Senior,2024-06-27 03:18:24,429
430,0.375,BU Sungbin,KOREA,R,20,Foil_Men_Senior,2024-06-27 03:18:24,430
431,0.250,MACHADO Jeronimo,BRAZIL,R,37,Foil_Men_Senior,2024-06-27 03:18:24,431
432,0.250,PANAZZOLO Matteo,ITALY,R,21,Foil_Men_Senior,2024-06-27 03:18:24,432
433,0.250,MURRAY Maximo,MEXICO,R,19,Foil_Men_Senior,2024-06-27 03:18:24,433
434,0.250,RENTERIA Emiliano,MEXICO,R,17,Foil_Men_Senior,2024-06-27 03:18:24,434
435,0.250,NOGUEIRA Pedro,BRAZIL,R,17,Foil_Men_Senior,2024-06-27 03:18:24,435
436,0.250,ANDRIAMAMPIANINA Jules,FRANCE,L,23,Foil_Men_Senior,2024-06-27 03:18:24,436
437,0.250,LOBO Guilherme,BRAZIL,R,17,Foil_Men_Senior,2024-06-27 03:18:24,437
438,0.250,ALBLOOSHI Faris,UNITED ARAB EMIRATES,R,16,Foil_Men_Senior,2024-06-27 03:18:24,438
439,0.250,PELLETIER Jose Alberto,MEXICO,R,31,Foil_Men_Senior,2024-06-27 03:18:24,439
440,0.250,MARIPJONOV Ilyosbek,UZBEKISTAN,R,18,Foil_Men_Senior,2024-06-27 03:18:24,440
441,0.250,VIANNA Guilherme,BRAZIL,R,17,Foil_Men_Senior,2024-06-27 03:18:24,441
442,0.250,RIOS Juan Alberto,MEXICO,R,20,Foil_Men_Senior,2024-06-27 03:18:24,442
443,0.250,ASTASHOV Mykyta,UKRAINE,R,18,Foil_Men_Senior,2024-06-27 03:18:24,443
444,0.250,MACHADO Murilo,BRAZIL,R,19,Foil_Men_Senior,2024-06-27 03:18:24,444
445,0.250,ALDOSHIN David,KAZAKHSTAN,R,17,Foil_Men_Senior,2024-06-27 03:18:24,445
446,0.250,OROPEZA David,MEXICO,R,15,Foil_Men_Senior,2024-06-27 03:18:24,446
447,0.250,GASTAL Eduardo,BRAZIL,R,27,Foil_Men_Senior,2024-06-27 03:18:24,447
448,0.250,CHU Hon Lam,"HONG KONG, CHINA",R,23,Foil_Men_Senior,2024-06-27 03:18:24,448
449,0.250,MARIPJONOV Jamoliddin,UZBEKISTAN,R,17,Foil_Men_Senior,2024-06-27 03:18:24,449
450,0.250,VALLADARES Maximiliano,MEXICO,R,22,Foil_Men_Senior,2024-06-27 03:18:24,450
451,0.250,GUARNERA Giacomo,BRAZIL,R,62,Foil_Men_Senior,2024-06-27 03:18:24,451
452,0.250,DELGADILLO RODRIGUEZ Jose Francisco,MEXICO,R,16,Foil_Men_Senior,2024-06-27 03:18:24,452
453,0.250,ALGHAFRI Hamad,UNITED ARAB EMIRATES,L,18,Foil_Men_Senior,2024-06-27 03:18:24,453
454,0.250,MORDINI Luca,ITALY,R,20,Foil_Men_Senior,2024-06-27 03:18:24,454
455,0.250,PASCUOTTI Pedro,BRAZIL,R,15,Foil_Men_Senior,2024-06-27 03:18:24,455
456,0.250,BAUDCHON Florent,FRANCE,R,21,Foil_Men_Senior,2024-06-27 03:18:24,456
457,0.250,JUNCO Carlos,MEXICO,R,47,Foil_Men_Senior,2024-06-27 03:18:24,457
458,0.250,PONOMARYOV Nikita,KAZAKHSTAN,R,26,Foil_Men_Senior,2024-06-27 03:18:24,458
459,0.250,AVILA Antonio Almeida,BRAZIL,R,18,Foil_Men_Senior,2024-06-27 03:18:24,459
460,0.250,GALICIA Darick,MEXICO,R,18,Foil_Men_Senior,2024-06-27 03:18:24,460
461,0.250,ALIMOV Fazilkhuja,UZBEKISTAN,R,19,Foil_Men_Senior,2024-06-27 03:18:24,461
462,0.250,OCHOA Sergio,MEXICO,R,21,Foil_Men_Senior,2024-06-27 03:18:24,462
463,0.250,JAUME WILLENSKA Andrei,MEXICO,R,26,Foil_Men_Senior,2024-06-27 03:18:24,463
464,0.250,GUENNOU Louis,GREAT BRITAIN,R,22,Foil_Men_Senior,2024-06-27 03:18:24,464
465,0.250,MARES Jesus Emilio,MEXICO,R,21,Foil_Men_Senior,2024-06-27 03:18:24,465
466,0.250,FERNANDEZ HERNANDEZ Erik,SPAIN,R,23,Foil_Men_Senior,2024-06-27 03:18:24,466
467,0.250,SOH Jasper,SINGAPORE,R,22,Foil_Men_Senior,2024-06-27 03:18:24,467
468,0.250,VARGAS Bryan,MEXICO,R,19,Foil_Men_Senior,2024-06-27 03:18:24,468
469,0.250,CHIU Joel Ka Jyn,SINGAPORE,R,21,Foil_Men_Senior,2024-06-27 03:18:24,469
470,0.250,BODO Benjamin,ROMANIA,R,26,Foil_Men_Senior,2024-06-27 03:18:24,470
471,0.250,LANESTOSA Omar,MEXICO,R,21,Foil_Men_Senior,2024-06-27 03:18:24,471
472,0.250,MURILLO MATA Ernesto Javier,MEXICO,R,33,Foil_Men_Senior,2024-06-27 03:18:24,472
473,0.250,LACASTA Sergio,SPAIN,R,28,Foil_Men_Senior,2024-06-27 03:18:24,473
474,0.250,GHERMAN Nikitas,MOLDOVA,R,19,Foil_Men_Senior,2024-06-27 03:18:24,474
475,0.250,VINET Nicolas,MEXICO,R,22,Foil_Men_Senior,2024-06-27 03:18:24,475
476,0.250,TEO Elliot Dee Tiau,SINGAPORE,L,20,Foil_Men_Senior,2024-06-27 03:18:24,476
477,0.250,ANDERSEN Emil Ulrik,DENMARK,R,37,Foil_Men_Senior,2024-06-27 03:18:24,477
478,0.250,YONG Caleb,SINGAPORE,R,19,Foil_Men_Senior,2024-06-27 03:18:24,478
479,0.250,KLOSTERMANN Max,GERMANY,R,19,Foil_Men_Senior,2024-06-27 03:18:24,479
480,0.250,WELCH Kyle,IRELAND,R,27,Foil_Men_Senior,2024-06-27 03:18:24,480
481,0.250,O Chun Yee,"HONG KONG, CHINA",R,27,Foil_Men_Senior,2024-06-27 03:18:24,481
482,0.250,BUDAHAZY Ambrus,HUNGARY,R,18,Foil_Men_Senior,2024-06-27 03:18:24,482
483,0.250,KERIK Daniil,_AIN,R,18,Foil_Men_Senior,2024-06-27 03:18:24,483
484,0.250,FONG Siu Yan,"HONG KONG, CHINA",R,50,Foil_Men_Senior,2024-06-27 03:18:24,484
485,0.250,YOSHIHIRO Kohei,JAPAN,R,21,Foil_Men_Senior,2024-06-27 03:18:24,485
486,0.250,KIM Jongsik,KOREA,R,22,Foil_Men_Senior,2024-06-27 03:18:24,486
487,0.250,KIM Minseo,KOREA,L,21,Foil_Men_Senior,2024-06-27 03:18:24,487
488,0.250,CHEUNG Siu Lun,"HONG KONG, CHINA",R,38,Foil_Men_Senior,2024-06-27 03:18:24,488
489,0.250,HENDAWY Ahmed,EGYPT,R,20,Foil_Men_Senior,2024-06-27 03:18:24,489
490,0.250,ELICE Meddy,FRANCE,L,28,Foil_Men_Senior,2024-06-27 03:18:24,490
491,0.250,LIU Baiji,CHINA,R,20,Foil_Men_Senior,2024-06-27 03:18:24,491
492,0.250,CHOI Hyunsoo,KOREA,R,27,Foil_Men_Senior,2024-06-27 03:18:24,492
493,0.250,YUNO Elisha,NETHERLANDS,L,26,Foil_Men_Senior,2024-06-27 03:18:24,493
494,0.250,KOTEK Jakub,POLAND,R,20,Foil_Men_Senior,2024-06-27 03:18:24,494
495,0.250,MADY Yahia,EGYPT,L,22,Foil_Men_Senior,2024-06-27 03:18:24,495
496,0.250,CHEONG Dexter Yi Sheng,MALAYSIA,L,22,Foil_Men_Senior,2024-06-27 03:18:24,496
497,0.250,KULCU Turhan Berke,TÜRKIYE,R,23,Foil_Men_Senior,2024-06-27 03:18:24,497
498,0.250,WONG Adrian,CANADA,R,15,Foil_Men_Senior,2024-06-27 03:18:24,498
499,0.250,DIJKSTRA Michael,NETHERLANDS,L,18,Foil_Men_Senior,2024-06-27 03:18:24,499
500,0.250,DELLALI Souheil,ALGERIA,R,20,Foil_Men_Senior,2024-06-27 03:18:24,500
501,0.250,RYU Sanguk,KOREA,R,22,Foil_Men_Senior,2024-06-27 03:18:24,501
502,0.250,PEDRO Tomas,PORTUGAL,R,23,Foil_Men_Senior,2024-06-27 03:18:24,502
503,0.000,HEMENG Oppong,GHANA,R,33,Foil_Men_Senior,2024-06-27 03:18:24,503
504,0.000,EGBESEMIRONE Oritsematosan,NIGERIA,R,23,Foil_Men_Senior,2024-06-27 03:18:24,504
505,0.000,KOUADIO Yves Cedric,COTE D'IVOIRE,R,24,Foil_Men_Senior,2024-06-27 03:18:24,505
506,0.000,AL MARZOOQI Khaled,UNITED ARAB EMIRATES,R,27,Foil_Men_Senior,2024-06-27 03:18:24,506
507,0.000,NURUMOV Emir,KAZAKHSTAN,R,18,Foil_Men_Senior,2024-06-27 03:18:24,507
508,0.000,SAFINOV Niyazbek,KAZAKHSTAN,R,24,Foil_Men_Senior,2024-06-27 03:18:24,508
509,0.000,MOMINOV Xushnudbek,UZBEKISTAN,R,19,Foil_Men_Senior,2024-06-27 03:18:24,509
510,0.000,KABIRU Mohammed,GHANA,R,27,Foil_Men_Senior,2024-06-27 03:18:24,510
511,0.000,ALVARADO Santiago,MEXICO,R,21,Foil_Men_Senior,2024-06-27 03:18:24,511
512,0.000,KOKOROVETS Oleh,UKRAINE,R,20,Foil_Men_Senior,2024-06-27 03:18:24,512
